lemma,translation,language,is_primary,provenance
biće,lényként,hu,0,corpus_only
bježati,menekülni,hu,1,confirmed
bježati,futni,hu,0,confirmed
bježati,elfuthatsz,hu,0,corpus_only
bla,blablabla,hu,1,corpus_only
blag,enyhe,hu,1,confirmed
blag,szelíd,hu,0,confirmed
blag,lágy,hu,0,confirmed
blag,kedves,hu,0,corpus_only
blago,enyhén,hu,1,confirmed
blago,kincsvadász,hu,0,corpus_only
blagoslov,áldás,hu,1,confirmed
blagoslov,áldásomat,hu,0,corpus_only
blagosloviti,megáldani,hu,1,confirmed
blato,sár,hu,1,confirmed
blato,iszapot,hu,0,corpus_only
blizak,közeli,hu,1,confirmed
blizak,közel,hu,0,corpus_only
blizanac,iker,hu,1,confirmed
blizanac,ikertestvérem,hu,0,corpus_only
blizina,közelség,hu,1,confirmed
blizina,közelsége,hu,0,corpus_only
blizu,közel,hu,1,confirmed
blizu,áttöréshez,hu,0,corpus_only
blok,tömb,hu,1,confirmed
blok,blokk,hu,0,confirmed
blok,blokkba,hu,0,corpus_only
bob,bob,hu,1,corpus_only
boba,boba,hu,1,corpus_only
boca,üveg,hu,1,confirmed
boca,palack,hu,0,confirmed
boca,raton,hu,0,corpus_only
bod,pont,hu,1,confirmed
bod,ponttal,hu,0,corpus_only
bog,isten,hu,1,confirmed
bog,istenetek,hu,0,corpus_only
bogat,gazdag,hu,1,confirmed
bogat,gazdagnak,hu,0,corpus_only
bogatstvo,gazdagság,hu,1,confirmed
bogatstvo,vagyonba,hu,0,corpus_only
boja,szín,hu,1,confirmed
boja,színem,hu,0,corpus_only
bojati,félni,hu,1,confirmed
bojati,félned,hu,0,corpus_only
bojnica,őrnagy,hu,1,confirmed
bojnica,kira,hu,0,corpus_only
bojnik,őrnagy,hu,1,confirmed
bojnik,örnagy,hu,0,corpus_only
bok,szia,hu,1,confirmed
bok,bok,hu,0,corpus_only
bol,fájdalom,hu,1,confirmed
bol,fájdalmadat,hu,0,corpus_only
bolesno,betegesen,hu,1,confirmed
bolesno,beteges,hu,0,corpus_only
bolest,betegség,hu,1,confirmed
bolest,tengeribeteg,hu,0,corpus_only
bolestan,beteg,hu,1,confirmed
bolestan,betegen,hu,0,corpus_only
boljeti,fájni,hu,1,confirmed
boljeti,fájhat,hu,0,corpus_only
bolnica,kórház,hu,1,confirmed
bolnica,közkórház,hu,0,corpus_only
bolno,fájdalmasan,hu,1,confirmed
bolno,fájdalmasnak,hu,0,corpus_only
bomba,bomba,hu,1,confirmed
bomba,bombának,hu,0,corpus_only
bome,bizony,hu,1,confirmed
bome,biztos,hu,0,corpus_only
bonus,bónusz,hu,1,confirmed
bonus,bónuszt,hu,0,corpus_only
borac,harcos,hu,1,confirmed
borac,szabadságharcos,hu,0,corpus_only
boravak,tartózkodás,hu,1,confirmed
boravak,nappaliba,hu,0,corpus_only
borba,harc,hu,1,confirmed
borba,küzdelem,hu,0,confirmed
borba,harcom,hu,0,corpus_only
boriti,harcolni,hu,1,confirmed
boriti,küzdeni,hu,0,confirmed
boriti,harcolhatunk,hu,0,corpus_only
bosti,szúrni,hu,1,confirmed
boza,boza,hu,1,llm_only
boza,erjesztett gabonaital,hu,0,llm_only
božićni,karácsonyi,hu,1,confirmed
božićni,karácsonyra,hu,0,corpus_only
božji,isteni,hu,1,confirmed
božji,kifürkészhetetlenek,hu,0,corpus_only
braco,tesó,hu,1,confirmed
braco,kisöcsém,hu,0,corpus_only
brada,szakáll,hu,1,confirmed
brada,áll,hu,0,confirmed
brada,bradet,hu,0,corpus_only
brak,házasság,hu,1,confirmed
brak,házasságomnak,hu,0,corpus_only
brandon,brandon,hu,1,corpus_only
braniti,védeni,hu,1,confirmed
braniti,alkotmányát,hu,0,corpus_only
brat,fivér,hu,1,confirmed
brat,testvér,hu,0,confirmed
brat,léghajlítót,hu,0,corpus_only
brava,zár,hu,1,reviewed
braća,testvérek,hu,1,confirmed
braća,fivérek,hu,0,confirmed
braća,fivérei,hu,0,corpus_only
brdo,domb,hu,1,confirmed
brdo,dombot,hu,0,corpus_only
bre,hé,hu,1,confirmed
bre,haver,hu,0,confirmed
bre,fasz,hu,0,corpus_only
bree,bree,hu,1,corpus_only
brend,márka,hu,1,confirmed
brend,brand,hu,0,corpus_only
briga,gond,hu,1,confirmed
briga,aggodalom,hu,0,confirmed
briga,leszarják,hu,0,corpus_only
brinuti,aggódni,hu,1,confirmed
brinuti,gondoskodni,hu,0,confirmed
brinuti,aggódnotok,hu,0,corpus_only
brisati,törölni,hu,1,confirmed
britanac,brit,hu,1,confirmed
britanac,angol,hu,0,corpus_only
britanski,brit,hu,1,confirmed
britanski,british,hu,0,corpus_only
brod,hajó,hu,1,confirmed
brod,szellemhajó,hu,0,corpus_only
broj,szám,hu,1,confirmed
broj,szerencseszámom,hu,0,corpus_only
brojati,számolni,hu,1,confirmed
brojati,megszámolni,hu,0,corpus_only
bruce,bruce,hu,1,corpus_only
brz,gyors,hu,1,confirmed
brz,fürge,hu,0,corpus_only
brzina,sebesség,hu,1,confirmed
brzina,végsebessége,hu,0,corpus_only
brzo,gyorsan,hu,1,confirmed
brzo,terjednek,hu,0,corpus_only
bubreg,vese,hu,1,confirmed
bubreg,vesémet,hu,0,corpus_only
bud,bud,hu,1,corpus_only
budala,bolond,hu,1,confirmed
budala,hülye,hu,0,confirmed
budala,bolondnak,hu,0,corpus_only
budan,éber,hu,1,confirmed
budan,ébren,hu,0,corpus_only
buditi,ébreszteni,hu,1,confirmed
buditi,felébreszteni,hu,0,corpus_only
budućnost,jövő,hu,1,confirmed
budućnost,jövőjüket,hu,0,corpus_only
buka,zaj,hu,1,confirmed
buka,lárma,hu,0,corpus_only
bum,bumm,hu,1,confirmed
bum,boom,hu,0,corpus_only
buraz,tesó,hu,1,confirmed
buraz,testvér,hu,0,corpus_only
bus,busz,hu,1,confirmed
bus,buszt,hu,0,corpus_only
camilla,camilla,hu,1,corpus_only
car,cár,hu,1,confirmed
car,császár,hu,0,confirmed
car,császára,hu,0,corpus_only
carstvo,birodalom,hu,1,confirmed
carstvo,birodalmat,hu,0,corpus_only
cekaj,várj,hu,1,confirmed
cekaj,várjunk,hu,0,corpus_only
cemu,minek,hu,1,confirmed
cemu,mihez,hu,0,confirmed
cemu,fenéről,hu,0,corpus_only
cent,cent,hu,1,confirmed
cent,centet,hu,0,corpus_only
centar,központ,hu,1,confirmed
centar,plázát,hu,0,corpus_only
centrala,központ,hu,1,confirmed
centrala,diszpécser,hu,0,corpus_only
ces,fogsz,hu,1,corpus_only
cesta,út,hu,1,confirmed
cesta,főút,hu,0,corpus_only
cetiri,négy,hu,1,confirmed
cetiri,négyet,hu,0,corpus_only
cezar,caesar,hu,1,corpus_only
chuck,chuck,hu,1,corpus_only
cia,cia,hu,1,corpus_only
cigareta,cigaretta,hu,1,confirmed
cigareta,cigim,hu,0,corpus_only
cijel,egész,hu,1,confirmed
cijena,ár,hu,1,confirmed
cijena,ára,hu,0,corpus_only
cijeniti,értékelni,hu,1,confirmed
cijeniti,becsülni,hu,0,confirmed
cijeniti,értékeli,hu,0,corpus_only
cijev,cső,hu,1,confirmed
cijev,csövet,hu,0,corpus_only
cilj,cél,hu,1,confirmed
cilj,elrendezhetik,hu,0,corpus_only
cipela,cipő,hu,1,confirmed
cipela,cipőárus,hu,0,corpus_only
cirkus,cirkusz,hu,1,confirmed
cirkus,cirkuszba,hu,0,corpus_only
civilizacija,civilizáció,hu,1,confirmed
civilizacija,civilizációnk,hu,0,corpus_only
covek,ember,hu,1,confirmed
covek,férfi,hu,0,corpus_only
covjece,haver,hu,1,confirmed
covjece,öregem,hu,0,corpus_only
covjek,ember,hu,1,confirmed
covjek,üzletember,hu,0,corpus_only
craig,craig,hu,1,corpus_only
crijevo,bél,hu,1,confirmed
crijevo,vakbelét,hu,0,corpus_only
crkva,templom,hu,1,confirmed
crkva,egyháza,hu,0,corpus_only
crn,fekete,hu,1,confirmed
crn,sötét,hu,0,corpus_only
crnac,fekete,hu,1,confirmed
crnac,feketének,hu,0,corpus_only
crnjo,feketés,hu,1,confirmed
crnjo,sötét hajú,hu,0,llm_only
crnjo,nigger,hu,0,corpus_only
crta,vonal,hu,1,confirmed
crta,rajzol,hu,0,corpus_only
crven,piros,hu,1,confirmed
crven,vörös,hu,0,confirmed
cudno,furcsán,hu,1,confirmed
cudno,furán,hu,0,corpus_only
cura,lány,hu,1,confirmed
cura,csaj,hu,0,confirmed
cura,nagylány,hu,0,corpus_only
curica,kislány,hu,1,confirmed
curica,picsák,hu,0,corpus_only
curiti,csöpögni,hu,1,confirmed
curiti,folyni,hu,0,confirmed
cuti,hallani,hu,1,confirmed
cuti,hallanom,hu,0,corpus_only
cutjeti,hallgatni,hu,1,llm_only
cvijet,virág,hu,1,confirmed
cvijet,virága,hu,0,corpus_only
cvijeće,virág,hu,1,confirmed
cvijeće,virágaim,hu,0,corpus_only
dadilja,dada,hu,1,confirmed
dadilja,bébiszitter,hu,0,confirmed
dadilja,dadusa,hu,0,corpus_only
dah,lélegzet,hu,1,confirmed
dah,lélegzetemet,hu,0,corpus_only
dakako,természetesen,hu,1,confirmed
dakako,naná,hu,0,corpus_only
daleko,messze,hu,1,confirmed
daleko,otthonodtól,hu,0,corpus_only
daljinski,távolról,hu,1,confirmed
daljinski,távirányítót,hu,0,corpus_only
dama,hölgy,hu,1,confirmed
dama,úrihölgy,hu,0,corpus_only
damon,damon,hu,1,corpus_only
dan,nap,hu,1,confirmed
dan,szerencsenapod,hu,0,corpus_only
danas,ma,hu,1,confirmed
danas,kenyerünket,hu,0,corpus_only
današnji,mai,hu,1,confirmed
današnji,manapság,hu,0,corpus_only
danju,nappal,hu,1,confirmed
danju,napközben,hu,0,corpus_only
dar,ajándék,hu,1,confirmed
dar,adal,hu,0,corpus_only
dati,adni,hu,1,confirmed
dati,odaadhatnám,hu,0,corpus_only
datoteka,fájl,hu,1,confirmed
datoteka,fájlok,hu,0,corpus_only
datum,dátum,hu,1,confirmed
datum,kitűztétek,hu,0,corpus_only
davati,adni,hu,1,confirmed
davati,tanácsokat,hu,0,corpus_only
daviti,fojtogatni,hu,1,confirmed
davno,régen,hu,1,confirmed
davno,réges,hu,0,corpus_only
daća,tor,hu,1,llm_only
debeo,kövér,hu,1,confirmed
debeo,dagadt,hu,0,corpus_only
decko,barát,hu,1,confirmed
decko,pasid,hu,0,corpus_only
deda,nagypapa,hu,1,confirmed
deda,mikulást,hu,0,corpus_only
definitivno,határozottan,hu,1,confirmed
definitivno,egyértelműen,hu,0,corpus_only
delta,delta,hu,1,confirmed
delta,kvadránsban,hu,0,corpus_only
demon,démon,hu,1,confirmed
demon,demon,hu,0,corpus_only
deo,rész,hu,1,confirmed
deo,kho,hu,0,corpus_only
desert,desszert,hu,1,confirmed
desert,desszertnek,hu,0,corpus_only
deset,tíz,hu,1,confirmed
deset,mohs,hu,0,corpus_only
desetak,körülbelül tíz,hu,1,confirmed
desetak,tucatnyi,hu,0,confirmed
desetak,tucatnyian,hu,0,corpus_only
desiti,megtörténni,hu,1,confirmed
desiti,történni,hu,0,corpus_only
desni,jobb,hu,1,confirmed
desni,jobboldali,hu,0,corpus_only
desno,jobbra,hu,1,confirmed
desno,jobbról,hu,0,corpus_only
detalj,részlet,hu,1,confirmed
detalj,részletét,hu,0,corpus_only
detektiv,nyomozó,hu,1,confirmed
detektiv,detektív,hu,0,confirmed
detektiv,magándetektív,hu,0,corpus_only
detektivka,krimi,hu,1,llm_only
detektivka,beckett,hu,0,corpus_only
devet,kilenc,hu,1,confirmed
devet,kilencszer,hu,0,corpus_only
devojka,lány,hu,1,confirmed
devojka,barátnő,hu,0,confirmed
devojka,csajom,hu,0,corpus_only
dečko,pasi,hu,1,confirmed
dečko,barát,hu,0,confirmed
dečko,fiúm,hu,0,corpus_only
dešavati,történni,hu,1,confirmed
di,hol,hu,1,confirmed
di,di,hu,0,corpus_only
dick,dick,hu,1,corpus_only
dignuti,felemelni,hu,1,confirmed
dignuti,robbantani,hu,0,corpus_only
dijamant,gyémánt,hu,1,confirmed
dijamant,gyémántot,hu,0,corpus_only
dijeliti,osztani,hu,1,confirmed
dijeliti,megosztani,hu,0,confirmed
dijeliti,osztozkodni,hu,0,corpus_only
dijete,gyerek,hu,1,confirmed
dijete,gyermekedet,hu,0,corpus_only
diler,díler,hu,1,confirmed
diler,drogdíler,hu,0,corpus_only
diljem,szerte,hu,1,confirmed
diljem,országszerte,hu,0,corpus_only
dim,füst,hu,1,confirmed
dim,dim,hu,0,corpus_only
dinozzo,dinozzo,hu,1,corpus_only
dio,rész,hu,1,confirmed
dio,részemmé,hu,0,corpus_only
dionica,részvény,hu,1,confirmed
dionica,részvényeinek,hu,0,corpus_only
diploma,diploma,hu,1,confirmed
dirati,érinteni,hu,1,confirmed
dirati,hozzányúlni,hu,0,corpus_only
direktno,közvetlenül,hu,1,confirmed
direktno,közvetlen,hu,0,corpus_only
direktor,igazgató,hu,1,confirmed
direktor,vezérigazgatója,hu,0,corpus_only
disanje,légzés,hu,1,confirmed
disanje,légzésére,hu,0,corpus_only
disati,lélegezni,hu,1,confirmed
disati,lélegezned,hu,0,corpus_only
disk,lemez,hu,1,confirmed
disk,merevlemezét,hu,0,corpus_only
divan,csodás,hu,1,confirmed
divan,gyönyörű,hu,0,confirmed
divan,napunk,hu,0,corpus_only
diviti,csodálni,hu,1,confirmed
diviti,méltó,hu,0,corpus_only
divlji,vad,hu,1,confirmed
divlji,vadnyugat,hu,0,corpus_only
divno,csodálatosan,hu,1,confirmed
divno,csodásan,hu,0,corpus_only
dizajn,dizájn,hu,1,confirmed
dizajn,design,hu,0,corpus_only
dizalo,lift,hu,1,confirmed
dizalo,felvonó,hu,0,confirmed
dizalo,liftbe,hu,0,corpus_only
dizati,emelni,hu,1,confirmed
dizati,fel,hu,0,corpus_only
dići,felemelni,hu,1,confirmed
dići,felrobbantani,hu,0,corpus_only
djed,nagyapa,hu,1,confirmed
djed,nagyapja,hu,0,corpus_only
djelo,mű,hu,1,confirmed
djelo,tett,hu,0,confirmed
djelo,mesterművet,hu,0,corpus_only
djelovati,hatni,hu,1,confirmed
djelovati,cselekedni,hu,0,confirmed
djelovati,cselekednünk,hu,0,corpus_only
djetinjstvo,gyermekkor,hu,1,confirmed
djetinjstvo,gyerekkorát,hu,0,corpus_only
djevica,szűz,hu,1,confirmed
djevica,szűzen,hu,0,corpus_only
djevojka,lány,hu,1,confirmed
djevojka,barátnő,hu,0,confirmed
djevojka,barátnője,hu,0,corpus_only
djevojčica,kislány,hu,1,confirmed
djevojčica,kislányként,hu,0,corpus_only
dječak,fiú,hu,1,confirmed
dječak,kisfiúként,hu,0,corpus_only
dječji,gyerek,hu,1,confirmed
dječji,gyermek,hu,0,corpus_only
dlaka,szőr,hu,1,confirmed
dlaka,szőrszál,hu,0,corpus_only
dnevni,napi,hu,1,confirmed
dnevni,nappaliba,hu,0,corpus_only
dnevnik,napló,hu,1,confirmed
dnevnik,állomásnapló,hu,0,corpus_only
dnevno,naponta,hu,1,confirmed
dnevno,napjában,hu,0,corpus_only
dno,fenék,hu,1,confirmed
dno,mélypontot,hu,0,corpus_only
do,-ig,hu,1,reviewed
do,júniusig,hu,0,corpus_only
dob,kor,hu,1,confirmed
dob,életkor,hu,0,confirmed
dob,korát,hu,0,corpus_only
doba,kor,hu,1,confirmed
doba,korszak,hu,0,confirmed
doba,aranykorának,hu,0,corpus_only
dobar,jó,hu,1,confirmed
dobar,jófiú,hu,0,corpus_only
dobijati,kapni,hu,1,confirmed
dobit,nyereség,hu,1,confirmed
dobit,haszon,hu,0,confirmed
dobit,megkapjátok,hu,0,corpus_only
dobiti,kapni,hu,1,confirmed
dobiti,visszakaphatnám,hu,0,corpus_only
dobivanje,megszerzés,hu,1,confirmed
dobivanje,egyre,hu,0,corpus_only
dobivati,kapni,hu,1,confirmed
dobivati,most,hu,0,corpus_only
dobro,jól,hu,1,confirmed
dobro,reggeit,hu,0,corpus_only
dobrobit,jólét,hu,1,confirmed
dobrobit,jólétéért,hu,0,corpus_only
dobrodošao,szívesen látott,hu,1,confirmed
dobrodošao,üdvözöllek,hu,0,corpus_only
dobrodošlica,üdvözlés,hu,1,confirmed
dobrodošlica,fogadtatás,hu,0,corpus_only
dobrovoljno,önkéntesen,hu,1,confirmed
dobrovoljno,önként,hu,0,corpus_only
dodatak,kiegészítés,hu,1,confirmed
dodatak,hajónapló,hu,0,corpus_only
dodatan,további,hu,1,llm_only
dodatan,kiegészítő,hu,0,confirmed
dodati,hozzáadni,hu,1,confirmed
dodati,hozzátenni,hu,0,corpus_only
dodatno,továbbá,hu,1,confirmed
dodatno,extra,hu,0,corpus_only
dodir,érintés,hu,1,confirmed
dodir,érintésed,hu,0,corpus_only
dogadati,történni,hu,1,llm_only
dogadjati,történni,hu,1,llm_only
događaj,esemény,hu,1,confirmed
događaj,eseménye,hu,0,corpus_only
događati,történni,hu,1,confirmed
događati,megtörténnie,hu,0,corpus_only
dogoditi,történni,hu,1,confirmed
dogoditi,megtörténnie,hu,0,corpus_only
dogovor,megállapodás,hu,1,confirmed
dogovor,alkunkat,hu,0,corpus_only
dogovoriti,megbeszélni,hu,1,confirmed
dogovoriti,megegyezni,hu,0,confirmed
dogovoriti,köthetnénk,hu,0,corpus_only
doista,valóban,hu,1,confirmed
doista,csakugyan,hu,0,corpus_only
dojam,benyomás,hu,1,confirmed
dojam,benyomása,hu,0,corpus_only
dokaz,bizonyíték,hu,1,confirmed
dokaz,hidegsebész,hu,0,corpus_only
dokazati,bizonyítani,hu,1,confirmed
dokazati,bebizonyíthatjuk,hu,0,corpus_only
dokazivati,bizonyítani,hu,1,confirmed
dokazivati,bizonyítanod,hu,0,corpus_only
dokle,meddig,hu,1,confirmed
dokle,ellát,hu,0,corpus_only
doktor,orvos,hu,1,confirmed
doktor,doktor,hu,0,confirmed
doktor,doktora,hu,0,corpus_only
doktorica,doktornő,hu,1,confirmed
doktorica,crusher,hu,0,corpus_only
dokument,dokumentum,hu,1,confirmed
dokument,okmány,hu,0,confirmed
dokument,dokumentumot,hu,0,corpus_only
dolar,dollár,hu,1,confirmed
dolar,dolláronként,hu,0,corpus_only
dolazak,érkezés,hu,1,confirmed
dolazak,érkezésére,hu,0,corpus_only
dolaziti,jönni,hu,1,confirmed
dolaziti,érkezni,hu,0,confirmed
dolaziti,idejönnöd,hu,0,corpus_only
dolina,völgy,hu,1,confirmed
dolina,völgye,hu,0,corpus_only
dolje,lent,hu,1,confirmed
dolje,földszintre,hu,0,corpus_only
dom,otthon,hu,1,confirmed
dom,pérignon,hu,0,corpus_only
doma,haza,hu,1,confirmed
doma,szélhámosoknak,hu,0,corpus_only
domaći,házi,hu,1,confirmed
domaći,házidat,hu,0,corpus_only
domaćin,házigazda,hu,1,confirmed
domaćin,gazdateste,hu,0,corpus_only
don,masino,hu,1,corpus_only
donesti,hozni,hu,1,confirmed
donesti,hozok,hu,0,corpus_only
donijeti,hozni,hu,1,confirmed
donijeti,meghoznunk,hu,0,corpus_only
donji,alsó,hu,1,confirmed
donji,alsónemű,hu,0,corpus_only
donna,donna,hu,1,corpus_only
donositi,hozni,hu,1,confirmed
donositi,döntéseket,hu,0,corpus_only
