lemma,frequency_rank,frequency_set,part_of_speech,is_function_word,first_letter_unit,last_letter_unit,is_dead_end
talál,120,2,VERB,0,t,l,0
tart,121,2,VERB,0,t,t,0
mikor,122,2,ADV,0,m,r,0
nos,123,2,INTJ,0,n,s,0
persze,124,2,ADV,0,p,e,0
rossz,125,2,ADJ,0,r,sz,0
hív,126,2,VERB,0,h,v,0
túl,127,2,ADV,0,t,l,0
mindenki,128,2,PRON,0,m,i,0
anya,129,2,NOUN,0,a,a,0
segít,130,2,VERB,0,s,t,0
új,131,2,ADJ,0,ú,j,0
azért,132,2,ADV,0,a,t,0
senki,133,2,PRON,0,s,i,0
történt,134,2,ADJ,0,t,t,0
lány,135,2,NOUN,0,l,ny,0
na,136,2,INTJ,0,n,a,0
szép,137,2,ADJ,0,sz,p,0
szükség,138,2,NOUN,0,sz,g,0
szerinte,139,2,ADV,0,sz,e,0
róla,140,2,ADV,0,r,a,0
hozzá,141,2,ADV,0,h,á,0
kap,142,2,VERB,0,k,p,0
szia,143,2,INTJ,0,sz,a,0
aztán,144,2,ADV,0,a,n,0
érez,145,2,VERB,0,é,z,0
hely,146,2,NOUN,0,h,ly,0
ahogy,147,2,ADV,0,a,gy,0
figyel,148,2,VERB,0,f,l,0
se,149,2,ADV,0,s,e,0
ismer,150,2,VERB,0,i,r,0
barát,151,2,NOUN,0,b,t,0
pedig,152,2,CCONJ,1,p,g,0
ugye,153,2,ADV,0,u,e,0
rajta,154,2,ADV,0,r,a,0
név,155,2,NOUN,0,n,v,0
vég,156,2,NOUN,0,v,g,0
este,157,2,ADV,0,e,e,0
hoz,158,2,VERB,0,h,z,0
fél,159,2,NUM,0,f,l,0
nő,160,2,VERB,0,n,ő,0
perc,161,2,NOUN,0,p,c,0
pénz,162,2,NOUN,0,p,z,0
ezért,163,2,ADV,0,e,t,0
soha,164,2,ADV,0,s,a,0
dolgozik,165,2,VERB,0,d,k,0
pár,166,2,NUM,0,p,r,0
tőle,167,2,ADV,0,t,e,0
él,168,2,VERB,0,é,l,0
találkozik,169,2,VERB,0,t,k,0
teljes,170,2,ADJ,0,t,s,0
szól,171,2,VERB,0,sz,l,0
szó,172,2,NOUN,0,sz,ó,0
át,173,2,ADV,0,á,t,0
miatt,174,2,ADP,0,m,t,0
gyerek,175,2,NOUN,0,gy,k,0
meghal,176,2,VERB,0,m,l,0
egyik,177,2,DET,1,e,k,0
első,178,2,ADJ,0,e,ő,0
óra,179,2,NOUN,0,ó,a,0
tűnik,180,2,VERB,0,t,k,0
mintha,181,2,SCONJ,1,m,a,0
elmegy,182,2,VERB,0,e,gy,0
kész,183,2,ADJ,0,k,sz,0
együtt,184,2,ADV,0,e,t,0
ja,185,2,INTJ,0,j,a,0
keres,186,2,VERB,0,k,s,0
másik,187,2,PRON,0,m,k,0
három,188,2,NUM,0,h,m,0
oda,189,2,ADV,0,o,a,0
fiú,190,2,NOUN,0,f,ú,0
után,191,2,ADP,0,u,n,0
munka,192,2,NOUN,0,m,a,0
igazán,193,2,ADV,0,i,n,0
szerint,194,2,ADP,0,sz,t,0
innen,195,2,ADV,0,i,n,0
egyszer,196,2,ADV,0,e,r,0
világ,197,2,NOUN,0,v,g,0
hogyan,198,2,ADV,0,h,n,0
sosem,199,2,ADV,0,s,m,0
komoly,200,2,ADJ,0,k,ly,0
újra,201,3,ADV,0,ú,a,0
gyors,202,3,ADJ,0,gy,s,0
srác,203,3,NOUN,0,s,c,0
emlékszik,204,3,VERB,0,e,k,0
jár,205,3,VERB,0,j,r,0
hét,206,3,NUM,0,h,t,0
ti,207,3,PRON,0,t,i,0
amíg,208,3,ADV,0,a,g,0
fia,209,3,NOUN,0,f,a,0
tessék,210,3,INTJ,0,t,k,0
mind,211,3,CCONJ,1,m,d,0
próbál,212,3,VERB,0,p,l,0
inkább,213,3,ADV,0,i,b,0
út,214,3,NOUN,0,ú,t,0
elnézés,215,3,NOUN,0,e,s,0
néhány,216,3,PRON,0,n,ny,0
oh,217,3,INTJ,0,o,h,0
annyira,218,3,ADV,0,a,a,0
jelent,219,3,VERB,0,j,t,0
épp,220,3,ADV,0,é,p,0
reggel,221,3,ADV,0,r,l,0
kezd,222,3,VERB,0,k,d,0
alatt,223,3,ADP,0,a,t,0
megvan,224,3,VERB,0,m,n,0
saját,225,3,PRON,0,s,t,0
megöl,226,3,VERB,0,m,l,0
közel,227,3,ADV,0,k,l,0
haver,228,3,NOUN,0,h,r,0
egyetlen,229,3,NUM,0,e,n,0
férfi,230,3,NOUN,0,f,i,0
bármi,231,3,PRON,0,b,i,0
fene,232,3,NOUN,0,f,e,0
nála,233,3,ADV,0,n,a,0
remél,234,3,VERB,0,r,l,0
ház,235,3,NOUN,0,h,z,0
mire,236,3,ADV,0,m,e,0
holnap,237,3,ADV,0,h,p,0
remek,238,3,ADJ,0,r,k,0
mielőtt,239,3,SCONJ,1,m,t,0
ennyi,240,3,PRON,0,e,i,0
tovább,241,3,ADV,0,t,b,0
egyedül,242,3,ADV,0,e,l,0
érdekel,243,3,VERB,0,é,l,0
honnan,244,3,ADV,0,h,n,0
pontos,245,3,ADJ,0,p,s,0
nehéz,246,3,ADJ,0,n,z,0
hadd,247,3,ADV,0,h,d,0
tetszik,248,3,VERB,0,t,k,0
feleség,249,3,NOUN,0,f,g,0
szem,250,3,NOUN,0,sz,m,0
micsoda,251,3,PRON,0,m,a,0
fontos,252,3,ADJ,0,f,s,0
ér,253,3,VERB,0,é,r,0
ok,254,3,NOUN,0,o,k,0
rész,255,3,NOUN,0,r,sz,0
kösz,256,3,INTJ,0,k,sz,0
visz,257,3,VERB,0,v,sz,0
elmond,258,3,VERB,0,e,d,0
örül,259,3,VERB,0,ö,l,0
pont,260,3,ADV,0,p,t,0
nélkül,261,3,ADP,0,n,l,0
kedves,262,3,ADJ,0,k,s,0
ahol,263,3,ADV,0,a,l,0
előtt,264,3,ADP,0,e,t,0
fickó,265,3,NOUN,0,f,ó,0
történik,266,3,VERB,0,t,k,0
ben,267,3,NOUN,0,b,n,0
kéz,268,3,NOUN,0,k,z,0
kocsi,269,3,NOUN,0,k,i,0
kettő,270,3,NUM,0,k,ő,0
egymás,271,3,PRON,0,e,s,0
megtalál,272,3,VERB,0,m,l,0
megint,273,3,ADV,0,m,t,0
kerül,274,3,VERB,0,k,l,0
helyzet,275,3,NOUN,0,h,t,0
fegyver,276,3,NOUN,0,f,r,0
egyszerű,277,3,ADJ,0,e,ű,0
annyi,278,3,PRON,0,a,i,0
igazi,279,3,ADJ,0,i,i,0
először,280,3,ADV,0,e,r,0
mennyi,281,3,PRON,0,m,i,0
kérdés,282,3,NOUN,0,k,s,0
tehát,283,3,CCONJ,1,t,t,0
gond,284,3,NOUN,0,g,d,0
össze,285,3,ADV,0,ö,e,0
város,286,3,NOUN,0,v,s,0
halott,287,3,ADJ,0,h,t,0
utolsó,288,3,ADJ,0,u,ó,0
boldog,289,3,ADJ,0,b,g,0
későn,290,3,ADV,0,k,n,0
öl,291,3,VERB,0,ö,l,0
segítség,292,3,NOUN,0,s,g,0
fej,293,3,NOUN,0,f,j,0
nagyszerű,294,3,ADJ,0,n,ű,0
haza,295,3,ADV,0,h,a,0
éves,296,3,ADJ,0,é,s,0
tehet,297,3,VERB,0,t,t,0
ugyan,298,3,SCONJ,1,u,n,0
szabad,299,3,ADJ,0,sz,d,0
ügy,300,3,NOUN,0,ü,gy,0
pillanat,301,4,NOUN,0,p,t,0
francba,302,4,ADV,0,f,a,0
vigyáz,303,4,VERB,0,v,z,0
sincs,304,4,VERB,0,s,cs,0
mégis,305,4,CCONJ,1,m,s,0
ül,306,4,VERB,0,ü,l,0
föld,307,4,NOUN,0,f,d,0
azonnal,308,4,ADV,0,a,l,0
benne,309,4,ADV,0,b,e,0
helló,310,4,INTJ,0,h,ó,0
szar,311,4,ADJ,0,sz,r,0
hölgy,312,4,NOUN,0,h,gy,0
drága,313,4,NOUN,0,d,a,0
ezen,314,4,PRON,0,e,n,0
tiszta,315,4,ADJ,0,t,a,0
hanem,316,4,CCONJ,1,h,m,0
halál,317,4,NOUN,0,h,l,0
számára,318,4,ADP,0,sz,a,0
kapcsolat,319,4,NOUN,0,k,t,0
ír,320,4,VERB,0,í,r,0
kurva,321,4,ADV,0,k,a,0
többi,322,4,ADJ,0,t,i,0
ötlet,323,4,NOUN,0,ö,t,0
legalább,324,4,ADV,0,l,b,0
család,325,4,NOUN,0,cs,d,0
néha,326,4,ADV,0,n,a,0
enged,327,4,VERB,0,e,d,0
édes,328,4,ADJ,0,é,s,0
képes,329,4,ADJ,0,k,s,0
játszik,330,4,VERB,0,j,k,0
végre,331,4,ADV,0,v,e,0
azon,332,4,PRON,0,a,n,0
öt,333,4,NUM,0,ö,t,0
összes,334,4,ADJ,0,ö,s,0
szív,335,4,NOUN,0,sz,v,0
belőle,336,4,ADV,0,b,e,0
hova,337,4,ADV,0,h,a,0
ajtó,338,4,NOUN,0,a,ó,0
ellen,339,4,ADP,0,e,n,0
aggódik,340,4,VERB,0,a,k,0
alszik,341,4,VERB,0,a,k,0
többé,342,4,ADV,0,t,é,0
mivel,343,4,SCONJ,1,m,l,0
öreg,344,4,ADJ,0,ö,g,0
sikerül,345,4,VERB,0,s,l,0
jézus,346,4,NOUN,0,j,s,0
tegnap,347,4,ADV,0,t,p,0
használ,348,4,VERB,0,h,l,0
megtesz,349,4,VERB,0,m,sz,0
hónap,350,4,NOUN,0,h,p,0
múlva,351,4,ADP,0,m,a,0
számít,352,4,VERB,0,sz,t,0
enyém,353,4,PRON,0,e,m,0
könnyű,354,4,ADJ,0,k,ű,0
bocsánat,355,4,NOUN,0,b,t,0
utána,356,4,ADV,0,u,a,0
mehet,357,4,VERB,0,m,t,0
főnök,358,4,NOUN,0,f,k,0
ég,359,4,VERB,0,é,g,0
működik,360,4,VERB,0,m,k,0
ész,361,4,NOUN,0,é,sz,0
következő,362,4,ADJ,0,k,ő,0
megért,363,4,VERB,0,m,t,0
éppen,364,4,ADV,0,é,n,0
valaha,365,4,ADV,0,v,a,0
hülye,366,4,ADJ,0,h,e,0
víz,367,4,NOUN,0,v,z,0
tökéletes,368,4,ADJ,0,t,s,0
aha,369,4,INTJ,0,a,a,0
király,370,4,NOUN,0,k,ly,0
egyáltalán,371,4,ADV,0,e,n,0
hová,372,4,ADV,0,h,á,0
régi,373,4,ADJ,0,r,i,0
majdnem,374,4,ADV,0,m,m,0
mutat,375,4,VERB,0,m,t,0
mindjárt,376,4,ADV,0,m,t,0
óta,377,4,ADP,0,ó,a,0
míg,378,4,ADV,0,m,g,0
érte,379,4,ADV,0,é,e,0
bár,380,4,SCONJ,1,b,r,0
mondott,381,4,ADJ,0,m,t,0
gyönyörű,382,4,ADJ,0,gy,ű,0
között,383,4,ADP,0,k,t,0
eszik,384,4,VERB,0,e,k,0
kérdez,385,4,VERB,0,k,z,0
éjszaka,386,4,ADV,0,é,a,0
hiba,387,4,NOUN,0,h,a,0
négy,388,4,NUM,0,n,gy,0
előbb,389,4,ADV,0,e,b,0
természetes,390,4,ADJ,0,t,s,0
eljön,391,4,VERB,0,e,n,0
helyes,392,4,ADJ,0,h,s,0
férj,393,4,NOUN,0,f,j,0
köszi,394,4,INTJ,0,k,i,0
hallgat,395,4,VERB,0,h,t,0
folyik,396,4,VERB,0,f,k,0
iszik,397,4,VERB,0,i,k,0
kibaszik,398,4,ADJ,0,k,k,0
erős,399,4,ADJ,0,e,s,0
úgyhogy,400,4,CCONJ,1,ú,gy,0
szoba,401,5,NOUN,0,sz,a,0
küld,402,5,VERB,0,k,d,0
dollár,403,5,NOUN,0,d,r,0
addig,404,5,ADV,0,a,g,0
esély,405,5,NOUN,0,e,ly,0
hajó,406,5,NOUN,0,h,ó,0
való,407,5,ADJ,0,v,ó,0
éjjel,408,5,ADV,0,é,l,0
viszlát,409,5,INTJ,0,v,t,0
kép,410,5,NOUN,0,k,p,0
hal,411,5,VERB,0,h,l,0
probléma,412,5,NOUN,0,p,a,0
vicces,413,5,ADJ,0,v,s,0
nyugi,414,5,ADJ,0,ny,i,0
igazság,415,5,NOUN,0,i,g,0
rendőrség,416,5,NOUN,0,r,g,0
hír,417,5,NOUN,0,h,r,0
béke,418,5,NOUN,0,b,e,0
akár,419,5,ADV,0,a,r,0
kapitány,420,5,NOUN,0,k,ny,0
indul,421,5,VERB,0,i,l,0
elnök,422,5,NOUN,0,e,k,0
korán,423,5,ADV,0,k,n,0
amint,424,5,ADV,0,a,t,0
végez,425,5,VERB,0,v,z,0
bocs,426,5,ADJ,0,b,cs,0
mennyire,427,5,ADV,0,m,e,0
eddig,428,5,ADV,0,e,g,0
ily,429,5,PRON,0,i,ly,0
száll,430,5,VERB,0,sz,l,0
amerikai,431,5,ADJ,0,a,i,0
jut,432,5,VERB,0,j,t,0
hány,433,5,PRON,0,h,ny,0
szám,434,5,NOUN,0,sz,m,0
valóban,435,5,ADV,0,v,n,0
melyik,436,5,PRON,0,m,k,0
terv,437,5,NOUN,0,t,v,0
hangzik,438,5,VERB,0,h,k,0
otthon,439,5,ADV,0,o,n,0
valószínűleg,440,5,ADV,0,v,g,0
asszony,441,5,NOUN,0,a,ny,0
sose,442,5,ADV,0,s,e,0
hosszú,443,5,ADJ,0,h,ú,0
miután,444,5,SCONJ,1,m,n,0
hat,445,5,NUM,0,h,t,0
megmond,446,5,VERB,0,m,d,0
mióta,447,5,ADV,0,m,a,0
kemény,448,5,ADJ,0,k,ny,0
valójában,449,5,ADV,0,v,n,0
bárki,450,5,PRON,0,b,i,0
szörnyű,451,5,ADJ,0,sz,ű,0
ezelőtt,452,5,ADP,0,e,t,0
megpróbál,453,5,VERB,0,m,l,0
halló,454,5,INTJ,0,h,ó,0
jaj,455,5,INTJ,0,j,j,0
hazudik,456,5,VERB,0,h,k,0
tett,457,5,ADJ,0,t,t,0
vér,458,5,NOUN,0,v,r,0
fiatal,459,5,ADJ,0,f,l,0
követ,460,5,VERB,0,k,t,0
belül,461,5,ADP,0,b,l,0
szerez,462,5,VERB,0,sz,z,0
felé,463,5,ADP,0,f,é,0
igazából,464,5,ADV,0,i,l,0
furcsa,465,5,ADJ,0,f,a,0
üdv,466,5,X,0,ü,v,0
fehér,467,5,ADJ,0,f,r,0
csapat,468,5,NOUN,0,cs,t,0
elő,469,5,ADV,0,e,ő,0
zsaru,470,5,NOUN,0,zs,u,0
mozgás,471,5,NOUN,0,m,s,0
ügynök,472,5,NOUN,0,ü,k,0
őszinte,473,5,ADJ,0,ő,e,0
fáj,474,5,VERB,0,f,j,0
háború,475,5,NOUN,0,h,ú,0
tűz,476,5,NOUN,0,t,z,0
vezet,477,5,VERB,0,v,t,0
alig,478,5,ADV,0,a,g,0
fasz,479,5,NOUN,0,f,sz,0
tartozik,480,5,VERB,0,t,k,0
esik,481,5,VERB,0,e,k,0
beteg,482,5,ADJ,0,b,g,0
fekete,483,5,ADJ,0,f,e,0
fogalom,484,5,NOUN,0,f,m,0
végül,485,5,ADV,0,v,l,0
hamarosan,486,5,ADV,0,h,n,0
orvos,487,5,NOUN,0,o,s,0
rohadt,488,5,ADJ,0,r,t,0
szívesen,489,5,ADV,0,sz,n,0
alá,490,5,ADV,0,a,á,0
muszáj,491,5,NOUN,0,m,j,0
szerencse,492,5,NOUN,0,sz,e,0
őrült,493,5,ADJ,0,ő,t,0
meglát,494,5,VERB,0,m,t,0
ugyanaz,495,5,PRON,0,u,z,0
segíthet,496,5,VERB,0,s,t,0
régen,497,5,ADV,0,r,n,0
hiányzik,498,5,VERB,0,h,k,0
mellett,499,5,ADP,0,m,t,0
sokáig,500,5,ADV,0,s,g,0
lassú,501,6,ADJ,0,l,ú,0
előre,502,6,ADV,0,e,e,0
érdekes,503,6,ADJ,0,é,s,0
második,504,6,ADJ,0,m,k,0
kutya,505,6,NOUN,0,k,a,0
mód,506,6,NOUN,0,m,d,0
köz,507,6,NOUN,0,k,z,0
különleges,508,6,ADJ,0,k,s,0
felejt,509,6,VERB,0,f,t,0
kórház,510,6,NOUN,0,k,z,0
csodálatos,511,6,ADJ,0,cs,s,0
kölyök,512,6,NOUN,0,k,k,0
sor,513,6,NOUN,0,s,r,0
figyelem,514,6,NOUN,0,f,m,0
viszont,515,6,CCONJ,1,v,t,0
telefon,516,6,NOUN,0,t,n,0
keresztül,517,6,ADP,0,k,l,0
minek,518,6,ADV,0,m,k,0
testvér,519,6,NOUN,0,t,r,0
eltűnt,520,6,ADJ,0,e,t,0
börtön,521,6,NOUN,0,b,n,0
megnéz,522,6,VERB,0,m,z,0
mindegy,523,6,INTJ,0,m,gy,0
múlt,524,6,ADJ,0,m,t,0
bent,525,6,ADV,0,b,t,0
gép,526,6,NOUN,0,g,p,0
egyre,527,6,ADV,0,e,e,0
rájön,528,6,VERB,0,r,n,0
tíz,529,6,NUM,0,t,z,0
jövő,530,6,ADJ,0,j,ő,0
picsa,531,6,NOUN,0,p,a,0
valahol,532,6,ADV,0,v,l,0
szerelem,533,6,NOUN,0,sz,m,0
hihetetlen,534,6,ADJ,0,h,n,0
hatalmas,535,6,ADJ,0,h,s,0
ilyesmi,536,6,PRON,0,i,i,0
iskola,537,6,NOUN,0,i,a,0
szent,538,6,ADJ,0,sz,t,0
különben,539,6,ADV,0,k,n,0
doktor,540,6,NOUN,0,d,r,0
érzés,541,6,NOUN,0,é,s,0
kor,542,6,NOUN,0,k,r,0
film,543,6,NOUN,0,f,m,0
ennyire,544,6,ADV,0,e,e,0
személyes,545,6,ADJ,0,sz,s,0
vagyis,546,6,CCONJ,1,v,s,0
előtte,547,6,ADV,0,e,e,0
közben,548,6,ADP,0,k,n,0
csaj,549,6,NOUN,0,cs,j,0
üzenet,550,6,NOUN,0,ü,t,0
óvatos,551,6,ADJ,0,ó,s,0
máris,552,6,ADV,0,m,s,0
imád,553,6,VERB,0,i,d,0
gyilkos,554,6,ADJ,0,gy,s,0
esetleg,555,6,ADV,0,e,g,0
lehetséges,556,6,ADJ,0,l,s,0
kívül,557,6,ADP,0,k,l,0
oly,558,6,PRON,0,o,ly,0
megkap,559,6,VERB,0,m,p,0
tele,560,6,ADV,0,t,e,0
pokol,561,6,NOUN,0,p,l,0
közül,562,6,ADP,0,k,l,0
játék,563,6,NOUN,0,j,k,0
fizet,564,6,VERB,0,f,t,0
biztonság,565,6,NOUN,0,b,g,0
millió,566,6,NUM,0,m,ó,0
rendes,567,6,ADJ,0,r,s,0
mindannyi,568,6,PRON,0,m,i,0
például,569,6,ADV,0,p,l,0
egészen,570,6,ADV,0,e,n,0
mindketten,571,6,NUM,0,m,n,0
apu,572,6,NOUN,0,a,u,0
válasz,573,6,NOUN,0,v,sz,0
oldal,574,6,NOUN,0,o,l,0
eset,575,6,NOUN,0,e,t,0
nyugodt,576,6,ADJ,0,ny,t,0
ám,577,6,CCONJ,1,á,m,0
emberi,578,6,ADJ,0,e,i,0
viccel,579,6,VERB,0,v,l,0
visszajön,580,6,VERB,0,v,n,0
elkap,581,6,VERB,0,e,p,0
test,582,6,NOUN,0,t,t,0
anyu,583,6,NOUN,0,a,u,0
történet,584,6,NOUN,0,t,t,0
veszélyes,585,6,ADJ,0,v,s,0
szokik,586,6,VERB,0,sz,k,0
rögtön,587,6,ADV,0,r,n,0
kint,588,6,ADV,0,k,t,0
onnan,589,6,ADV,0,o,n,0
körül,590,6,ADP,0,k,l,0
egyes,591,6,ADJ,0,e,s,0
látszik,592,6,VERB,0,l,k,0
merre,593,6,ADV,0,m,e,0
mármint,594,6,CCONJ,1,m,t,0
csinált,595,6,ADJ,0,cs,t,0
mely,596,6,PRON,0,m,ly,0
vacsora,597,6,NOUN,0,v,a,0
amely,598,6,PRON,0,a,ly,0
fordít,599,6,VERB,0,f,t,0
nyom,600,6,NOUN,0,ny,m,0
dehogy,601,7,ADV,0,d,gy,0
kislány,602,7,NOUN,0,k,ny,0
gyer,603,7,INTJ,0,gy,r,0
kedv,604,7,NOUN,0,k,v,0
könyv,605,7,NOUN,0,k,v,0
értelem,606,7,NOUN,0,é,m,0
darab,607,7,NOUN,0,d,b,0
lehetőség,608,7,NOUN,0,l,g,0
láb,609,7,NOUN,0,l,b,0
arc,610,7,NOUN,0,a,c,0
sötét,611,7,ADJ,0,s,t,0
jót,612,7,ADV,0,j,t,0
jel,613,7,NOUN,0,j,l,0
végig,614,7,ADV,0,v,g,0
kávé,615,7,NOUN,0,k,é,0
hátra,616,7,ADV,0,h,a,0
biztonsági,617,7,ADJ,0,b,i,0
húz,618,7,VERB,0,h,z,0
olvas,619,7,VERB,0,o,s,0
állít,620,7,VERB,0,á,t,0
hang,621,7,NOUN,0,h,g,0
szülő,622,7,NOUN,0,sz,ő,0
amiért,623,7,ADV,0,a,t,0
lényeg,624,7,NOUN,0,l,g,0
kifelé,625,7,ADV,0,k,é,0
meleg,626,7,ADJ,0,m,g,0
erő,627,7,NOUN,0,e,ő,0
lép,628,7,VERB,0,l,p,0
adott,629,7,ADJ,0,a,t,0
esküszik,630,7,VERB,0,e,k,0
áldozat,631,7,NOUN,0,á,t,0
magas,632,7,ADJ,0,m,s,0
utca,633,7,NOUN,0,u,a,0
sajnos,634,7,INTJ,0,s,s,0
mai,635,7,ADJ,0,m,i,0
valahogy,636,7,ADV,0,v,gy,0
atya,637,7,NOUN,0,a,a,0
bizony,638,7,ADV,0,b,ny,0
éjt,639,7,ADV,0,é,t,0
ország,640,7,NOUN,0,o,g,0
nyomás,641,7,NOUN,0,ny,s,0
miatta,642,7,ADV,0,m,a,0
seggfej,643,7,NOUN,0,s,j,0
fogad,644,7,VERB,0,f,d,0
ezer,645,7,NUM,0,e,r,0
bébi,646,7,NOUN,0,b,i,0
kezdődik,647,7,VERB,0,k,k,0
távol,648,7,ADV,0,t,l,0
késő,649,7,ADV,0,k,ő,0
halt,650,7,ADJ,0,h,t,0
megcsinál,651,7,VERB,0,m,l,0
járt,652,7,ADJ,0,j,t,0
alkalom,653,7,NOUN,0,a,m,0
bír,654,7,VERB,0,b,r,0
szegény,655,7,ADJ,0,sz,ny,0
kapott,656,7,ADJ,0,k,t,0
üzlet,657,7,NOUN,0,ü,t,0
kár,658,7,NOUN,0,k,r,0
eléggé,659,7,ADV,0,e,é,0
folytat,660,7,VERB,0,f,t,0
mögött,661,7,ADP,0,m,t,0
okos,662,7,ADJ,0,o,s,0
barátnő,663,7,NOUN,0,b,ő,0
levegő,664,7,NOUN,0,l,ő,0
ezredes,665,7,NOUN,0,e,s,0
elvisz,666,7,VERB,0,e,sz,0
beszélhet,667,7,VERB,0,b,t,0
nyis,668,7,X,0,ny,s,0
létezik,669,7,VERB,0,l,k,0
mondhat,670,7,VERB,0,m,t,0
franc,671,7,NOUN,0,f,c,0
egyébként,672,7,ADV,0,e,t,0
hozott,673,7,ADJ,0,h,t,0
bocsi,674,7,ADJ,0,b,i,0
bárcsak,675,7,ADV,0,b,k,0
vajon,676,7,ADV,0,v,n,0
hamar,677,7,ADV,0,h,r,0
autó,678,7,NOUN,0,a,ó,0
