lemma,translation,language,is_primary,provenance
alku,pogodba,hr,0,confirmed
alszik,spavati,hr,1,reviewed
alszik,spava,hr,0,reviewed
alszol,spavati,hr,1,confirmed
alszol,spavaš,hr,0,reviewed
alá,pod,hr,1,reviewed
alól,ispod,hr,1,confirmed
ameddig,dokle,hr,1,confirmed
ameddig,seže,hr,0,corpus_only
amely,koji,hr,1,reviewed
amelyik,koji,hr,1,confirmed
amennyi,koliko,hr,1,confirmed
amennyi,onoliko,hr,0,corpus_only
amennyire,koliko,hr,1,confirmed
amennyire,onoliko,hr,0,corpus_only
amerikai,američki,hr,1,reviewed
ami,koji,hr,1,reviewed
amiatt,zbog toga,hr,1,confirmed
amikor,kada,hr,1,reviewed
amilyen,kakav,hr,1,reviewed
amilyen,onakvog,hr,0,corpus_only
amint,čim,hr,1,reviewed
amiért,zbog čega,hr,1,reviewed
amióta,otkad,hr,1,confirmed
amióta,otkako,hr,0,reviewed
amíg,dok,hr,1,reviewed
amíg,dokle,hr,0,reviewed
amúgy,inače,hr,1,reviewed
amúgy,uostalom,hr,0,reviewed
amúgy,ionako,hr,0,reviewed
angol,engleski,hr,1,reviewed
angyal,anđeo,hr,1,confirmed
angyal,anđel,hr,0,reviewed
annyi,toliko,hr,1,reviewed
annyi,tolike,hr,0,corpus_only
annyira,toliko,hr,1,reviewed
anya,majka,hr,1,reviewed
anya,mama,hr,0,reviewed
anya,kevo,hr,0,corpus_only
anyag,materijal,hr,1,reviewed
anyag,supstanca,hr,0,corpus_only
anyu,mama,hr,1,reviewed
anyu,mamice,hr,0,reviewed
anyuka,mama,hr,1,confirmed
anyuká,mamica,hr,1,reviewed
anyádat,majka,hr,1,confirmed
anyádat,majku,hr,0,corpus_only
anélkül,bez toga,hr,1,reviewed
apa,otac,hr,1,reviewed
apa,tata,hr,0,reviewed
apró,sitan,hr,1,confirmed
apró,sićušne,hr,0,reviewed
apu,tata,hr,1,reviewed
apuci,tata,hr,1,confirmed
apuci,tatica,hr,0,reviewed
apád,otac,hr,1,confirmed
arany,zlato,hr,1,confirmed
arany,zlatni,hr,0,reviewed
aranyos,sladak,hr,1,reviewed
aranyos,ljubak,hr,0,reviewed
aranyos,simpatično,hr,0,reviewed
arc,lice,hr,1,reviewed
arrébb,dalje,hr,1,confirmed
arrébb,pomakni,hr,0,corpus_only
asszony,žena,hr,1,reviewed
asszony,gospođa,hr,0,reviewed
asztal,stol,hr,1,confirmed
atya,otac,hr,1,reviewed
autó,auto,hr,1,reviewed
azelőtt,prije toga,hr,1,reviewed
aznap,tog dana,hr,1,reviewed
azon,na tome,hr,1,reviewed
azonnal,odmah,hr,1,reviewed
azonnal,smesta,hr,0,reviewed
azonnali,trenutan,hr,1,confirmed
azonnali,hitan,hr,0,confirmed
aztán,onda,hr,1,reviewed
aztán,poslije,hr,0,reviewed
azután,nakon toga,hr,1,reviewed
azután,zatim,hr,0,reviewed
azután,nedugo,hr,0,corpus_only
azért,zato,hr,1,reviewed
azóta,otada,hr,1,reviewed
azóta,otad,hr,0,reviewed
baba,beba,hr,1,reviewed
baba,lutka,hr,0,reviewed
baj,problem,hr,1,reviewed
baj,nevolja,hr,0,reviewed
bajnok,prvak,hr,1,confirmed
bajnok,prvače,hr,0,corpus_only
bal,lijevi,hr,1,reviewed
baleset,nesreća,hr,1,reviewed
balra,lijevo,hr,1,reviewed
balra,ulijevo,hr,0,reviewed
banda,banda,hr,1,confirmed
banda,bande,hr,0,corpus_only
bank,banka,hr,1,confirmed
bar,bar,hr,1,confirmed
bar,kafić,hr,0,confirmed
barna,smeđ,hr,1,confirmed
barna,smeđem,hr,0,corpus_only
baromság,glupost,hr,1,confirmed
baromság,preseravanje,hr,0,reviewed
barát,prijatelj,hr,1,reviewed
barátnő,djevojka,hr,1,reviewed
barátnő,prijateljica,hr,0,reviewed
baseball,bejzbol,hr,1,confirmed
basszus,dovraga,hr,1,confirmed
basszus,bas,hr,0,confirmed
basszus,jebemti,hr,0,reviewed
basz,jebati,hr,1,reviewed
baszik,jebati,hr,1,reviewed
baszik,jebe,hr,0,reviewed
baszki,jebote,hr,1,confirmed
baszki,drek,hr,0,corpus_only
becsületes,pošten,hr,1,confirmed
becsületes,častan,hr,0,reviewed
befejez,završiti,hr,1,confirmed
befelé,unutra,hr,1,confirmed
bejön,ući,hr,1,confirmed
bejön,sviđati se,hr,0,confirmed
bejön,uđe,hr,0,reviewed
beleértve,uključujući,hr,1,confirmed
belső,unutarnji,hr,1,confirmed
belső,unutarnjeg,hr,0,corpus_only
beléd,u tebe,hr,1,reviewed
beléje,u njega,hr,1,reviewed
beléje,u nju,hr,0,reviewed
belül,unutar,hr,1,reviewed
belőle,iz njega,hr,1,reviewed
bemegy,ući,hr,1,confirmed
bemutat,predstaviti,hr,1,confirmed
bemutat,upoznati,hr,0,reviewed
ben,"u (unutra) — sufiks -ben ""u""",hr,1,reviewed
benn,unutra,hr,1,confirmed
benne,u njemu,hr,1,reviewed
bent,unutra,hr,1,reviewed
beszéd,govor,hr,1,confirmed
beszéd,pričanje,hr,0,reviewed
beszél,govoriti,hr,1,reviewed
beszél,progovara,hr,0,corpus_only
beszélget,razgovarati,hr,1,reviewed
beszélget,razgovara,hr,0,reviewed
beszélgetés,razgovor,hr,1,confirmed
beszélgetés,razgovora,hr,0,corpus_only
beszélhet,govoriti,hr,1,reviewed
beteg,bolestan,hr,1,reviewed
beteg,bolesnik,hr,0,reviewed
beteg,bolesnoj,hr,0,corpus_only
betegség,bolest,hr,1,confirmed
betegség,bolesti,hr,0,corpus_only
birodalom,carstvo,hr,1,confirmed
birodalom,imperija,hr,0,corpus_only
bizony,zaista,hr,1,reviewed
bizony,doista,hr,0,reviewed
bizony,bogme,hr,0,reviewed
bizonyos,siguran,hr,1,reviewed
bizonyos,određen,hr,0,reviewed
bizonyos,određenim,hr,0,corpus_only
bizonyára,sigurno,hr,1,confirmed
bizonyára,vjerojatno,hr,0,confirmed
bizonyára,zacijelo,hr,0,reviewed
bizonyít,dokazati,hr,1,confirmed
bizonyít,dokazuje,hr,0,reviewed
bizonyíték,dokaz,hr,1,reviewed
bizonyíték,dokazi,hr,0,reviewed
bizottság,odbor,hr,1,confirmed
bizottság,komitet,hr,0,reviewed
biztonság,sigurnost,hr,1,reviewed
biztonság,sigurnosti,hr,0,corpus_only
biztonsági,sigurnosni,hr,1,reviewed
biztonságos,siguran,hr,1,reviewed
biztos,siguran,hr,1,reviewed
biztos,sigurna,hr,0,reviewed
biztosíthat,moći osigurati,hr,1,reviewed
bocs,sori,hr,1,reviewed
bocs,oprosti,hr,0,reviewed
bocsi,oprosti,hr,1,reviewed
bocsi,sori,hr,0,reviewed
bocsi,izvini,hr,0,reviewed
bocsánat,oprostite,hr,1,reviewed
bocsánat,ispričavam se,hr,0,reviewed
bocsánat,pardon,hr,0,reviewed
bocsáss,oprostiti,hr,1,reviewed
bocsáss,oprostiš,hr,0,corpus_only
bocsát,pustiti,hr,1,reviewed
bocsát,otpustiti,hr,0,confirmed
bocsát,emitira,hr,0,reviewed
boldog,sretan,hr,1,reviewed
bolond,lud,hr,1,reviewed
bolond,budala,hr,0,reviewed
bolt,dućan,hr,1,confirmed
bolt,trgovina,hr,0,confirmed
bolt,bolta,hr,0,corpus_only
bolygó,planet,hr,1,confirmed
bolygó,planeta,hr,0,reviewed
bomba,bomba,hr,1,reviewed
bonyolult,kompliciran,hr,1,confirmed
bonyolult,složen,hr,0,confirmed
bonyolult,komplicirano,hr,0,reviewed
bor,vino,hr,1,confirmed
bor,vina,hr,0,corpus_only
borzalmas,užasan,hr,1,confirmed
borzalmas,grozan,hr,0,confirmed
borzalmas,užasna,hr,0,reviewed
borzasztó,grozan,hr,1,confirmed
borzasztó,užasan,hr,0,confirmed
borzasztó,užasna,hr,0,reviewed
bosszú,osveta,hr,1,confirmed
boszorkány,vještica,hr,1,confirmed
bravó,bravo,hr,1,confirmed
brit,britanski,hr,1,confirmed
buli,zabava,hr,1,reviewed
buli,tulum,hr,0,reviewed
bumm,bum,hr,1,confirmed
bumm,buum,hr,0,corpus_only
bunkó,prostak,hr,1,confirmed
bunkó,nepristojna,hr,0,corpus_only
busz,autobus,hr,1,confirmed
busz,bus,hr,0,reviewed
buta,glup,hr,1,confirmed
buta,luckasta,hr,0,corpus_only
buzi,peder,hr,1,confirmed
buzi,pederko,hr,0,reviewed
bácsi,čiko,hr,1,llm_only
bácsika,čika,hr,1,reviewed
bájos,šarmantan,hr,1,confirmed
bájos,šarmantna,hr,0,reviewed
bámulatos,zapanjujući,hr,1,confirmed
bámulatos,zapanjujuće,hr,0,reviewed
bán,žaliti; kajati se,hr,1,reviewed
bánik,postupati,hr,1,confirmed
bánik,tretira,hr,0,reviewed
bánt,povrijediti,hr,1,reviewed
bárcsak,kad bi barem,hr,1,reviewed
bárcsak,kamo sreće,hr,0,reviewed
bárhol,bilo gdje,hr,1,confirmed
bárhol,gdjegod,hr,0,corpus_only
bárki,bilo tko,hr,1,reviewed
bárki,tkogod,hr,0,corpus_only
bármely,bilo koji,hr,1,confirmed
bármelyik,bilo koji,hr,1,confirmed
bármi,bilo što,hr,1,reviewed
bármikor,bilo kada,hr,1,reviewed
bármikor,kadgod,hr,0,corpus_only
bármilyen,bilo kakav,hr,1,reviewed
bátor,hrabar,hr,1,confirmed
bátor,hrabra,hr,0,reviewed
bátya,brat,hr,1,reviewed
bébi,beba,hr,1,reviewed
bébi,bejbe,hr,0,reviewed
béke,mir,hr,1,reviewed
békés,miran,hr,1,confirmed
békés,miroljubiva,hr,0,corpus_only
béna,bedast,hr,1,reviewed
béna,hrom,hr,0,reviewed
bír,izdržati,hr,1,reviewed
bír,sviđam,hr,0,corpus_only
bíró,sudac,hr,1,reviewed
bíróság,sud,hr,1,reviewed
bízik,vjerovati,hr,1,reviewed
bízik,vjeruje,hr,0,reviewed
bízol,vjerovati,hr,1,confirmed
bízol,vjeruješ,hr,0,reviewed
bízz,vjerovati,hr,1,confirmed
bölcs,mudar,hr,1,confirmed
börtön,zatvor,hr,1,reviewed
bújj,sakriti se,hr,1,confirmed
bújj,sakrij,hr,0,reviewed
büdös,smrdljiv,hr,1,confirmed
büdös,smrdljiva,hr,0,reviewed
büszke,ponosan,hr,1,reviewed
bő,širok,hr,1,confirmed
bő,obilan,hr,0,confirmed
bőr,koža,hr,1,confirmed
bűn,grijeh,hr,1,confirmed
bűn,zločin,hr,0,confirmed
bűnös,kriv,hr,1,confirmed
bűnös,grešnica,hr,0,reviewed
bűnöző,zločinac,hr,1,confirmed
civil,civil,hr,1,confirmed
civil,civilni,hr,0,reviewed
csaj,cura,hr,1,reviewed
csaj,pilić,hr,0,corpus_only
csak,samo,hr,1,reviewed
csakis,isključivo,hr,1,confirmed
csakis,samo,hr,0,confirmed
család,obitelj,hr,1,reviewed
család,porodica,hr,0,corpus_only
családi,obiteljski,hr,1,confirmed
családi,porodične,hr,0,corpus_only
csaló,varalica,hr,1,confirmed
csalódás,razočaranje,hr,1,confirmed
csalódás,razočarenje,hr,0,reviewed
csapat,momčad,hr,1,reviewed
csapat,ekipa,hr,0,reviewed
csapda,zamka,hr,1,confirmed
csapda,klopka,hr,0,reviewed
csatorna,kanal,hr,1,confirmed
csatorna,kanalizacija,hr,0,corpus_only
csekk,ček,hr,1,confirmed
csend,tišina,hr,1,reviewed
csendes,tih,hr,1,confirmed
cser,cer (vrsta hrasta),hr,1,reviewed
csere,zamjena,hr,1,confirmed
csere,razmjena,hr,0,reviewed
csillag,zvijezda,hr,1,confirmed
csinos,zgodan,hr,1,reviewed
csinos,lijep,hr,0,reviewed
csinos,zgodna,hr,0,reviewed
csinál,raditi,hr,1,reviewed
csinál,praviti,hr,0,reviewed
csinál,poduzima,hr,0,corpus_only
csinált,napraviti,hr,1,reviewed
csinált,skrivio,hr,0,corpus_only
csirke,piletina,hr,1,confirmed
csirke,kokoš,hr,0,confirmed
csirke,kokoška,hr,0,corpus_only
csoda,čudo,hr,1,reviewed
csodálatos,divan,hr,1,reviewed
csodálatos,čudesan,hr,0,reviewed
csodálatos,fenomenalni,hr,0,reviewed
csodás,divan,hr,1,reviewed
csodás,čudesan,hr,0,reviewed
csomag,paket,hr,1,confirmed
csomag,paketić,hr,0,corpus_only
csomó,hrpa,hr,1,reviewed
csomó,čvor,hr,0,reviewed
csoport,grupa,hr,1,confirmed
csuk,zatvoriti,hr,1,confirmed
csupa,sav,hr,1,confirmed
csupa,pun,hr,0,confirmed
csupán,samo,hr,1,reviewed
császár,car,hr,1,confirmed
császár,imperator,hr,0,corpus_only
csávó,frajer,hr,1,confirmed
csávó,tip,hr,0,confirmed
csésze,šalica,hr,1,confirmed
csók,poljubac,hr,1,confirmed
csúcs,vrh,hr,1,confirmed
csúcs,super,hr,0,confirmed
csúcs,vrhunac,hr,0,reviewed
csúnya,ružan,hr,1,reviewed
csúnya,ružna,hr,0,reviewed
cucc,stvari,hr,1,reviewed
cucc,roba,hr,0,corpus_only
cuki,sladak,hr,1,confirmed
cég,tvrtka,hr,1,reviewed
cég,firma,hr,0,reviewed
cég,kompanija,hr,0,corpus_only
cél,cilj,hr,1,confirmed
célpont,meta,hr,1,confirmed
cím,adresa,hr,1,reviewed
cím,naslov,hr,0,reviewed
cím,titula,hr,0,reviewed
dagadt,natečen,hr,1,confirmed
dagadt,debelog,hr,0,corpus_only
dal,pjesma,hr,1,reviewed
darab,komad,hr,1,reviewed
dehogy,ma kakvi,hr,1,reviewed
dehogy,nipošto,hr,0,reviewed
dehogy,nikako,hr,0,reviewed
dehogyis,nipošto,hr,1,confirmed
dehogyis,ma kakvi,hr,0,reviewed
dehogyis,nikako,hr,0,reviewed
dehogynem,itekako,hr,1,reviewed
dehogynem,naravno,hr,0,reviewed
disznó,svinja,hr,1,confirmed
dns,DNS,hr,1,confirmed
dns,dnk,hr,0,reviewed
dob,baciti,hr,1,reviewed
dob,bubanj,hr,0,reviewed
doboz,kutija,hr,1,confirmed
doki,doktor,hr,1,reviewed
doki,doco,hr,0,corpus_only
doktor,doktor,hr,1,reviewed
dolcsi,dolar,hr,1,confirmed
dolcsi,zelembaća,hr,0,reviewed
dolgozik,raditi,hr,1,reviewed
dollár,dolar,hr,1,reviewed
dolláros,dolarski,hr,1,confirmed
dolog,stvar,hr,1,reviewed
drog,droga,hr,1,confirmed
drága,drag,hr,1,reviewed
drága,skup,hr,0,reviewed
dupla,dupli,hr,1,confirmed
dupla,dvostruk,hr,0,confirmed
durva,grub,hr,1,confirmed
dél,jug,hr,1,confirmed
dél,podne,hr,0,confirmed
déli,južni,hr,1,confirmed
déli,južnjačkog,hr,0,corpus_only
délre,na jug,hr,1,reviewed
délre,do podne,hr,0,reviewed
délre,južno,hr,0,reviewed
délután,poslijepodne,hr,1,reviewed
démon,demon,hr,1,confirmed
díj,nagrada,hr,1,confirmed
dögös,seksi,hr,1,confirmed
dögös,zgodan,hr,0,confirmed
dönt,odlučiti,hr,1,reviewed
dönt,odluči,hr,0,reviewed
döntés,odluka,hr,1,reviewed
dühös,ljut,hr,1,reviewed
ebéd,ručak,hr,1,confirmed
eddig,dosad,hr,1,reviewed
edző,trener,hr,1,confirmed
egyben,ujedno,hr,1,confirmed
egyben,istovremeno,hr,0,confirmed
egyből,odmah,hr,1,confirmed
egyből,ravno,hr,0,corpus_only
egyedül,sam,hr,1,reviewed
egyedülálló,jedinstven,hr,1,confirmed
egyedülálló,samac,hr,0,confirmed
egyedülálló,samohrani,hr,0,corpus_only
egyelőre,zasad,hr,1,confirmed
egyelőre,zasada,hr,0,reviewed
egyenes,ravan,hr,1,confirmed
egyenesen,ravno,hr,1,reviewed
egyenesen,izravno,hr,0,reviewed
egyes,neki,hr,1,reviewed
egyes,jednina,hr,0,reviewed
egyesült,ujedinjen,hr,1,confirmed
egyesült,sjedinjenih,hr,0,reviewed
egyetem,sveučilište,hr,1,reviewed
egyetem,univerzitet,hr,0,corpus_only
egyetemi,sveučilišni,hr,1,confirmed
egyetlen,jedini,hr,1,reviewed
egyetért,slagati se,hr,1,confirmed
egyetért,slažete,hr,0,corpus_only
egyfajta,neka vrsta,hr,1,confirmed
egyfolytában,neprekidno,hr,1,confirmed
egyfolytában,neprestano,hr,0,reviewed
egymás,međusobno,hr,1,reviewed
egyre,sve,hr,1,reviewed
egyszer,jednom,hr,1,reviewed
egyszer,jedanput,hr,0,reviewed
egyszerre,odjednom,hr,1,reviewed
egyszerre,istovremeno,hr,0,reviewed
egyszerre,istodobno,hr,0,reviewed
egyszerű,jednostavan,hr,1,reviewed
egység,jedinica,hr,1,confirmed
egység,jedinstvo,hr,0,confirmed
egyáltalán,uopće,hr,1,reviewed
egyéb,ostalo,hr,1,confirmed
egyéb,ostalog,hr,0,corpus_only
egyébként,inače,hr,1,reviewed
egyébként,uostalom,hr,0,reviewed
egyébként,uzgred,hr,0,reviewed
egyél,jesti,hr,1,confirmed
egyél,jedi,hr,0,reviewed
egyértelmű,jasan,hr,1,confirmed
egyértelmű,nedvosmislen,hr,0,confirmed
egyértelmű,očit,hr,0,reviewed
együtt,zajedno,hr,1,reviewed
együtt,skupa,hr,0,reviewed
egész,cijeli,hr,1,reviewed
egészen,sasvim,hr,1,reviewed
egészen,potpuno,hr,0,reviewed
egészen,donedavno,hr,0,corpus_only
egészséges,zdrav,hr,1,confirmed
ekkor,tada,hr,1,confirmed
ekkor,tad,hr,0,reviewed
ekkora,ovoliki,hr,1,confirmed
ekkora,ovolika,hr,0,reviewed
elad,prodati,hr,1,confirmed
elad,proda,hr,0,reviewed
elbűvölő,šarmantan,hr,1,confirmed
elbűvölő,glamurozna,hr,0,corpus_only
eleje,početak,hr,1,confirmed
elektromos,električni,hr,1,confirmed
elfelejt,zaboraviti,hr,1,reviewed
elfelejt,zaboravlja,hr,0,reviewed
elfogad,prihvatiti,hr,1,confirmed
elfogad,primate,hr,0,corpus_only
elfoglalt,zauzet,hr,1,confirmed
elfoglalt,prezaposlen,hr,0,reviewed
elfogy,ponestati,hr,1,confirmed
elfogy,ponestane,hr,0,reviewed
elhagy,napustiti,hr,1,confirmed
elhagy,napušta,hr,0,reviewed
elhagyott,napušten,hr,1,confirmed
elhisz,povjerovati,hr,1,reviewed
elhisz,vjeruje,hr,0,reviewed
elindul,krenuti,hr,1,confirmed
elindul,krene,hr,0,reviewed
elintéz,srediti,hr,1,confirmed
elintéz,riješiti,hr,0,confirmed
elintéz,pobrinuti,hr,0,reviewed
eljárás,postupak,hr,1,confirmed
eljárás,procedura,hr,0,reviewed
eljön,doći,hr,1,reviewed
eljön,dođe,hr,0,reviewed
elkap,uhvatiti,hr,1,reviewed
elkap,uhvati,hr,0,reviewed
elkezd,početi,hr,1,confirmed
elkezdődik,početi,hr,1,confirmed
elkezdődik,započne,hr,0,reviewed
elképesztő,nevjerojatan,hr,1,confirmed
elképesztő,zapanjujući,hr,0,confirmed
elképesztő,zapanjujuće,hr,0,reviewed
elképzel,zamisliti,hr,1,confirmed
ellen,protiv,hr,1,reviewed
ellene,protiv,hr,1,confirmed
elleni,protiv,hr,1,confirmed
ellenség,neprijatelj,hr,1,confirmed
ellenséges,neprijateljski,hr,1,confirmed
ellenére,unatoč,hr,1,confirmed
ellop,ukrasti,hr,1,confirmed
ellop,ukrade,hr,0,reviewed
elmegy,otići,hr,1,reviewed
elmegy,odlazi,hr,0,reviewed
elmond,reći,hr,1,reviewed
elmond,ispričati,hr,0,reviewed
elmond,govori,hr,0,corpus_only
elmé,um,hr,1,reviewed
elmúlt,prošao,hr,1,reviewed
elmúlt,proteklih,hr,0,corpus_only
elnézés,oprostite,hr,1,reviewed
elnézés,ispričavam se,hr,0,confirmed
elnök,predsjednik,hr,1,reviewed
első,prvi,hr,1,reviewed
eltört,slomiti se,hr,1,confirmed
eltört,slomljenu,hr,0,corpus_only
eltűnik,nestati,hr,1,confirmed
eltűnik,nestaje,hr,0,reviewed
eltűnt,nestao,hr,1,reviewed
elvesz,uzeti,hr,1,confirmed
elvesz,uzima,hr,0,reviewed
elveszett,izgubljen,hr,1,confirmed
elveszt,izgubiti,hr,1,reviewed
elveszít,izgubiti,hr,1,confirmed
elveszít,izgubi,hr,0,reviewed
elvisel,podnijeti,hr,1,confirmed
elvisz,odvesti,hr,1,reviewed
elvisz,odnijeti,hr,0,reviewed
elvisz,odveze,hr,0,reviewed
elé,pred,hr,1,reviewed
elég,dosta,hr,1,reviewed
elég,dovoljno,hr,0,reviewed
elég,dovoljna,hr,0,corpus_only
elégedett,zadovoljan,hr,1,confirmed
elégedett,zadovoljna,hr,0,corpus_only
eléggé,dosta,hr,1,reviewed
eléggé,prilično,hr,0,reviewed
elér,dosegnuti,hr,1,confirmed
elér,postići,hr,0,confirmed
elér,dođe,hr,0,corpus_only
elérhető,dostupan,hr,1,confirmed
elérhető,raspoložive,hr,0,corpus_only
elöl,sprijeda,hr,1,confirmed
elöl,prednjem,hr,0,corpus_only
elő,naprijed; van,hr,1,confirmed
elő,istupi,hr,0,corpus_only
előbb,prije,hr,1,reviewed
előbb,ranije,hr,0,reviewed
elől,ispred,hr,1,reviewed
előle,ispred njega,hr,1,confirmed
előre,naprijed,hr,1,reviewed
előre,unaprijed,hr,0,reviewed
először,prvi put,hr,1,reviewed
először,isprva,hr,0,reviewed
előtt,prije,hr,1,reviewed
előtt,ispred,hr,0,reviewed
előtte,prije,hr,1,reviewed
előtte,ispred,hr,0,reviewed
előtte,najprije,hr,0,corpus_only
előtti,prethodni,hr,1,confirmed
előtti,uoči,hr,0,reviewed
előző,prethodni,hr,1,reviewed
ember,čovjek,hr,1,reviewed
emberi,ljudski,hr,1,reviewed
emberi,ljudskoga,hr,0,corpus_only
emberiség,čovječanstvo,hr,1,confirmed
emel,podići,hr,1,confirmed
emelet,kat,hr,1,confirmed
emiatt,zbog toga,hr,1,reviewed
emlékez,sjećati se,hr,1,reviewed
emlékezik,sjećati se,hr,1,confirmed
emlékeztet,podsjetiti,hr,1,confirmed
emlékeztet,podsjećate,hr,0,corpus_only
emlékszik,sjećati se,hr,1,reviewed
emlékszik,sjeća,hr,0,corpus_only
említ,spomenuti,hr,1,confirmed
említ,spominje,hr,0,reviewed
energia,energija,hr,1,confirmed
enged,dopustiti,hr,1,reviewed
enged,pustiti,hr,0,reviewed
enged,pušta,hr,0,reviewed
engedhet,moći dopustiti,hr,1,reviewed
engedély,dozvola,hr,1,reviewed
engedély,dopuštenja,hr,0,corpus_only
ennyi,toliko,hr,1,reviewed
ennyire,toliko,hr,1,reviewed
ennyire,ovoliko,hr,0,reviewed
enyém,moj,hr,1,reviewed
erdő,šuma,hr,1,confirmed
erdő,šume,hr,0,corpus_only
eredeti,izvoran,hr,1,confirmed
eredeti,originalan,hr,0,confirmed
eredeti,originalni,hr,0,reviewed
eredmény,rezultat,hr,1,confirmed
eredmény,postignuće,hr,0,corpus_only
eressz,pustiti,hr,1,confirmed
eressz,puštaj,hr,0,reviewed
errefelé,ovuda,hr,1,confirmed
errefelé,ovamo,hr,0,confirmed
errefelé,krajevima,hr,0,corpus_only
erő,snaga,hr,1,reviewed
erő,sila,hr,0,reviewed
erős,jak,hr,1,reviewed
erőszak,nasilje,hr,1,confirmed
erőszakos,nasilan,hr,1,confirmed
erőszakos,nasilnog,hr,0,corpus_only
erősítés,pojačanje,hr,1,confirmed
erősítés,pojačanja,hr,0,corpus_only
eset,slučaj,hr,1,reviewed
esetleg,možda,hr,1,reviewed
esetleg,eventualno,hr,0,reviewed
esik,padati,hr,1,reviewed
esik,opada,hr,0,corpus_only
esküszik,kleti se,hr,1,reviewed
esküszik,zaklinjati se,hr,0,reviewed
esküszik,kunete,hr,0,corpus_only
esküvő,vjenčanje,hr,1,confirmed
esküvői,vjenčani,hr,1,confirmed
esküvői,svadbena,hr,0,reviewed
est,večer,hr,1,confirmed
este,večer,hr,1,reviewed
esti,večernji,hr,1,confirmed
esti,večerašnju,hr,0,corpus_only
esz,jesti,hr,1,confirmed
eszik,jesti,hr,1,reviewed
eszik,jede,hr,0,reviewed
esély,prilika,hr,1,reviewed
esély,šansa,hr,0,reviewed
esély,izgledi,hr,0,reviewed
esélyed,šansa,hr,1,confirmed
esélyed,šansi,hr,0,corpus_only
eső,kiša,hr,1,confirmed
eső,kiše,hr,0,corpus_only
extra,ekstra,hr,1,confirmed
extra,dodatnim,hr,0,corpus_only
ez,ovo,hr,1,reviewed
ez,ovaj,hr,0,reviewed
ezelőtt,prije,hr,1,reviewed
ezen,na ovome,hr,1,reviewed
ezennel,ovime,hr,1,confirmed
ezer,tisuća,hr,1,reviewed
ezer,tisuču,hr,0,corpus_only
ezredes,pukovnik,hr,1,reviewed
ezután,odsad,hr,1,confirmed
ezután,nakon ovoga,hr,0,confirmed
ezután,nedugo,hr,0,corpus_only
ezért,zato,hr,1,reviewed
ezúttal,ovaj put,hr,1,confirmed
